,0,1
0,37.54425850640424,32.584421732565964
1,-28.30078612972918,4.972959925600591
2,-2.541886003804438,25.7765001247888
3,2.156413685100616,-27.60115979969823
4,32.7975293383718,29.85143609131901
5,-47.587937445826164,-2.208725172398266
6,-28.12769325483053,5.0491751524768755
7,-28.601415831887365,4.899742175517386
8,57.794981186626615,-2.3181289140837937
9,37.52996905529462,32.52171849584258
10,7.477104768746334,44.01850836830235
11,-36.69948912937305,-27.068725049873027
12,4.503610237201813,35.88220982006289
13,-33.158319816736906,-29.628839574522246
14,18.973885443017483,-4.799811453142636
15,-33.96736276912397,-29.511000209933147
16,-13.516205535129531,42.27797843210687
17,-34.0198415760809,-29.512984117295947
18,4.6408942512563724,-12.887292714428234
19,-5.296159356212265,16.124456880693327
20,-10.681572320263488,-54.72826069625134
21,4.596001502815983,35.8491765897908
22,-25.930174055879434,41.14309476470061
23,-10.708398829490772,-54.611708523055235
24,-0.4882325207306597,-13.468009787676012
25,7.107832628572665,44.71221120036697
26,-29.652770846406572,4.864601241601432
27,-33.021605986738635,-29.615886843500988
28,6.359267066532092,7.1975599509455295
29,18.972260079245203,-4.738572991202196
30,-27.628330238069374,38.150202583324045
31,34.847204856724204,-26.831937183839187
32,-0.017706377233082295,-14.209118364038964
33,13.490419714258932,-50.614753582129964
34,13.214944089047918,18.107711250980888
35,4.378334029245943,0.1082692469087636
36,-38.11727200750485,8.187002470401364
37,-21.438523244188342,31.419782097062644
38,-37.40180673022203,7.590944450194583
39,-10.457428268495503,-54.84399380491217
40,57.228045296650734,-2.235233014454255
41,-0.4188404050354855,-41.762977155018454
42,17.09764532638269,-35.03065261042086
43,-27.867481481861006,37.4439283955039
44,-6.937875197397952,-56.840804614091326
45,14.381354618028858,16.67265230877489
46,3.6390798822083776,-28.04013028482361
47,-0.22872649063530465,-41.62680637981489
48,10.474675074505262,-47.09078094253284
49,3.3687205126779753,-27.99669506263771
50,13.484041995380183,17.821229349392354
51,3.0599420620786746,-28.17943177443379
52,-22.66815108039628,31.09412041204685
53,18.80146734293254,-5.202835279630852
54,-24.197257640634856,6.700193038115411
55,-23.9317719240541,6.343113183479332
56,-23.872317202440602,6.299628267701868
57,-5.756908883576508,15.634119395876528
58,2.366785191617503,-28.0000913692642
59,10.238839765051948,-48.58875606753612
60,35.131893530153405,-26.957587689399997
61,-27.92586807447072,37.25329876109188
