,0,1
0,-5.681044924463287,34.74584038064025
1,-5.445213055040656,35.51412377029439
2,-5.426099216462039,35.56918199180236
3,-5.530233501414509,35.25700266164994
4,-5.644175589806698,34.89538881776904
5,-5.4920866794040855,35.19110779767162
6,-5.53719320146153,35.60754358068129
7,-5.7882768319899816,35.628113669364836
8,-5.966907795873951,35.17796103794975
9,-6.079675944603547,35.23607366671049
10,-6.21125375543517,35.28770469891901
11,-6.544579523357076,34.68924403998005
12,-6.508759158268317,34.851136964762226
13,-6.38935343670988,35.0569610122575
14,-6.456685966740428,34.55184312025841
15,-6.476823502581942,34.302971391726324
16,-6.564310379147418,34.073153406369116
17,-6.696379241154741,33.76646285907264
18,-6.715178271147396,34.15174493067463
19,-6.918950203460142,33.5740712425877
20,-6.900698390555246,33.42424316200677
21,-7.020989748987417,32.98790934175923
22,-6.870371254751504,32.96510337753715
23,-6.981987381878397,33.245122897125064
24,-6.987718014750525,31.99597263603413
25,-6.970580810002064,31.498783348409823
26,-6.801471464730609,31.73021334328688
27,-6.843547487421301,31.87986003884868
28,-7.11003271740794,31.54862715705799
29,-7.179776401861027,31.229548913600066
30,-7.649936159653466,31.29396368040311
31,-7.672071948393981,32.51444144050578
32,-7.631087376953573,32.281450255635264
33,-7.395158587847461,32.63525571634175
34,-7.489720118488836,33.599650356623954
35,-7.5140791578057575,32.0135371371727
36,-7.656614375595192,31.932232575210488
37,-7.711384130563248,31.574104372241386
38,-7.670181071301176,31.562239023115634
39,-7.828441442629897,34.367169602231954
40,-10.088452877509319,31.732443332313846
41,-9.978528938557083,31.66562846679619
42,-9.487897223460907,31.96653614314671
43,-7.994110199236883,30.18307786958072
44,-8.79781496509131,32.286093101711835
45,-10.2558352863643,31.458534365273294
46,-10.287959692817722,30.827060253145305
47,-9.602499437768815,30.169216511384622
48,-9.85820539323931,30.457348194053832
49,-9.727244009161199,30.127216143612323
50,-9.420986485196025,29.990331335888953
51,-8.525910847254407,28.876490621467962
52,-8.49817960370043,28.81678698032743
53,-8.464006028265354,28.660876010922443
54,-8.434136346012307,28.447241150133408
55,-8.410221234009601,28.122303814451442
56,-8.403887363582795,28.011459266008345
57,-8.39873032075972,28.026600199121447
58,-8.976587201258571,29.588890546320595
59,0.1345107852276935,-24.23662704620883
60,0.434808733502678,-24.0661362417163
61,0.29987774089097474,-24.226807988755176
62,0.3847493311035937,-24.29299388738429
63,0.4809049719523093,-24.5112556058989
64,1.0588659746118159,-24.495906134239604
65,0.7727757720087237,-24.762845121893925
66,0.3150512847109325,-25.156852528960105
67,1.3026922696940424,-24.830306714756354
68,0.5044247372014257,-25.181376817755208
69,0.5059435025492803,-25.29605689043212
70,1.4465935183090084,-25.136150466229868
71,0.3299684986266331,-25.645120575802935
72,0.5528319110120238,-25.66970097645434
73,0.8382120242203828,-25.740638936198675
74,0.8053157357279931,-25.785849901101347
75,0.9392633933709392,-25.92437291584998
76,2.108617591297178,-25.64736795496625
77,1.1747030889840127,-26.02230637097534
78,2.441560700069638,-25.72732122925634
79,2.647827735804442,-25.903384311676643
80,2.5841630782477347,-25.96076444679849
81,2.342729364642838,-26.042130136310174
82,2.716290080878004,-26.01192597116123
83,2.3016272390598815,-26.158300709675768
84,2.597303531040137,-26.030173447792748
85,1.5383774205796048,-26.44274308753421
86,1.5061058472822246,-26.543841917508313
87,1.6906926415161998,-26.53487159077672
88,2.8190121749162405,-26.181857779680946
89,14.44810860627019,13.870271430767028
90,14.86948935172332,13.804752243269881
91,14.889728239913104,13.803800186234936
92,14.64712194023343,13.800678108119607
93,13.627191655774775,14.096201442346498
94,13.394760821512367,14.141454408380763
95,13.397546691200736,14.0488439714844
96,13.024546402321771,14.014703769496693
97,12.97212872982336,13.956670236303113
98,13.416540301621117,13.626059030705523
99,13.36095772476563,13.501970366416058
100,12.751486907322608,13.71329270699696
101,13.367027710048868,13.379893856447652
102,12.765498838736235,13.50738380696928
103,13.445451661117577,13.113601145751838
104,13.409137353691474,12.940512044929637
105,13.45163363701249,12.92630866617412
106,12.698059913857135,13.17511264454509
107,12.644301044072316,13.007784567868566
108,12.75643883842781,12.738084695281826
109,13.173215794870016,12.437935974555096
110,13.246950475217028,12.44075984785654
111,13.070253491632513,12.40486312065209
